tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
2250,2.1880005928560844,1,0.0035,2.1157,2025-09-28T17:28:15.644638
2250,3.9299453584309076,2,0.0075,2.2236,2025-09-28T17:29:42.322820
2250,3.335005582728126,3,0.0022,1.9989,2025-09-28T17:31:11.666515
2250,3.474969023269601,4,0.0025,2.0829,2025-09-28T17:32:39.115213
2250,4.0032539894273995,5,0.0039,2.2279,2025-09-28T17:34:05.648005
2250,3.710409564744825,6,0.0048,2.2857,2025-09-28T17:35:40.962202
2250,3.226472605108443,7,0.0038,2.137,2025-09-28T17:37:16.483158
2250,3.489897929944173,8,0.0165,2.2048,2025-09-28T17:38:43.887895
2250,3.3095973519094906,10,0.0027,2.0108,2025-09-28T17:40:16.560810
2250,7.572297416135567,11,1.2033,2.5995,2025-09-28T17:41:45.599127
2250,2.031714638604812,12,0.0049,1.9338,2025-09-28T17:43:34.758415
2250,2.01415107949212,13,0.0035,2.988,2025-09-28T17:45:00.101282
2250,3.796635344103552,14,0.0082,2.3337,2025-09-28T17:46:23.750292
2250,3.047149844375278,15,0.0071,3.4646,2025-09-28T17:47:56.716235
2250,1.999999209525221,16,0.0361,1.0968,2025-09-28T17:49:32.075984
2250,2.001774615878662,17,0.0037,1.9493,2025-09-28T17:50:57.041838
2250,3.9382125389061806,18,0.5449,2.9929,2025-09-28T17:52:22.515849
2250,3.5681881329973817,19,0.0091,2.2845,2025-09-28T17:53:53.322321
2250,3.299601007855343,20,0.037,2.148,2025-09-28T17:55:23.411150
2250,3.137182155031866,21,0.0227,2.3319,2025-09-28T17:56:50.586502
2250,3.2628692258287635,22,0.2101,2.9159,2025-09-28T17:58:17.010912
2250,3.6954901437676004,23,0.0108,2.3951,2025-09-28T17:59:48.342528
2250,3.6561746949261402,24,0.0564,2.4876,2025-09-28T18:01:16.589555
2250,4.2864392075490345,25,0.009,2.8476,2025-09-28T18:02:52.320474
2250,1.999111111111111,26,0.002,1.3562,2025-09-28T18:04:17.921241
2250,3.837963736969517,27,0.0431,2.1939,2025-09-28T18:05:44.068336
2250,3.2320885331752383,28,0.0041,2.4042,2025-09-28T18:07:14.072078
2250,3.3014467664641076,29,0.003,2.3801,2025-09-28T18:09:19.569518
2250,2.185261597747147,30,0.083,3.3061,2025-09-28T18:10:54.454920
