tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
2500,3.533633293317327,1,0.0066,3.5213,2025-09-28T22:45:26.192841
2500,3.441834013605442,2,0.0025,2.7338,2025-09-28T22:48:17.189326
2500,4.076413605442177,3,0.0116,2.8904,2025-09-28T22:50:11.019032
2500,3.597550380152061,4,0.0642,3.0505,2025-09-28T22:52:03.934017
2500,2.0015974389755904,5,0.0021,2.6458,2025-09-28T22:54:12.670169
2500,3.162263945578231,6,0.0024,2.554,2025-09-28T22:55:53.447348
2500,3.3252952380952383,7,0.0034,2.9567,2025-09-28T22:57:40.664149
2500,3.264460024009604,8,0.0058,2.4513,2025-09-28T22:59:30.679844
2500,4.109895798319328,9,0.0048,2.7993,2025-09-28T23:01:18.306550
2500,4.0494335334133655,10,0.0035,3.0222,2025-09-28T23:03:08.147669
2500,3.5660145658263307,11,0.0031,3.0276,2025-09-28T23:05:16.399777
2500,2.1711977591036415,12,0.0041,3.3397,2025-09-28T23:07:19.755481
2500,3.3028334533813526,13,0.0033,2.8143,2025-09-28T23:09:02.081025
2500,3.95661112444978,14,0.0134,2.9892,2025-09-28T23:10:45.084359
2500,3.7575891156462586,15,0.0078,3.0215,2025-09-28T23:12:39.586102
2500,3.98134037615046,16,0.004,2.9945,2025-09-28T23:14:39.714461
2500,3.645029211684674,18,0.0057,2.5271,2025-09-28T23:16:41.009337
2500,3.957510364145658,19,0.024,2.9835,2025-09-28T23:18:29.047577
2500,3.8805643857543015,20,0.0062,4.2387,2025-09-28T23:20:27.039996
2500,6.267032252901161,21,2.3163,5.2796,2025-09-28T23:22:24.892147
2500,3.4992937975190075,22,0.008,3.518,2025-09-28T23:27:04.154500
2500,5.485504601840736,24,0.0419,3.1181,2025-09-28T23:29:03.499962
2500,4.306542136854742,25,0.0125,2.7804,2025-09-28T23:30:55.767256
2500,3.590236094437775,26,0.0101,3.5339,2025-09-28T23:32:41.984572
2500,5.705500760304122,27,0.4547,2.9961,2025-09-28T23:35:00.686369
2500,3.910977511004402,28,0.0041,4.2573,2025-09-28T23:37:00.039083
