tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
2000,2.2091655827913956,1,0.0032,1.6604,2025-09-28T15:42:02.702223
2000,3.166183091545773,2,0.0045,1.636,2025-09-28T15:43:19.588993
2000,3.3400230115057528,3,0.002,1.6455,2025-09-28T15:44:37.093565
2000,3.5852361180590293,4,0.0033,1.671,2025-09-28T15:45:55.060710
2000,3.5852141070535266,5,0.0021,1.6161,2025-09-28T15:47:10.870631
2000,3.710279139569785,6,0.0053,2.165,2025-09-28T15:48:31.578931
2000,3.788149574787394,7,0.0023,1.6414,2025-09-28T15:49:54.330136
2000,3.0087858929464733,8,0.0046,2.7558,2025-09-28T15:51:18.639538
2000,2.9508064032016006,10,0.0034,1.6521,2025-09-28T15:52:38.733046
2000,7.53115907953977,11,1.2544,2.0354,2025-09-28T15:53:58.086976
2000,2.039558779389695,12,0.0051,1.5098,2025-09-28T15:55:34.998652
2000,2.219950975487744,13,0.0024,1.7367,2025-09-28T15:56:50.981974
2000,2.7020465232616306,14,0.0053,1.5859,2025-09-28T15:58:06.264999
2000,2.0019944972486243,15,0.0031,1.6596,2025-09-28T15:59:23.618592
2000,3.6121165582791397,16,0.0043,1.8579,2025-09-28T16:00:39.392469
2000,1.9999989994997498,17,0.0276,0.8795,2025-09-28T16:02:00.644298
2000,3.4404732366183093,18,0.0042,1.7759,2025-09-28T16:03:16.169307
2000,2.4369499749874937,19,0.0057,2.4084,2025-09-28T16:04:35.616328
2000,3.938700850425213,20,0.2873,2.7257,2025-09-28T16:05:51.993388
2000,3.401330165082541,21,0.0076,1.7702,2025-09-28T16:07:13.179451
2000,3.3743886943471737,22,0.0372,1.6967,2025-09-28T16:08:32.308582
2000,3.218848924462231,23,0.0224,1.8901,2025-09-28T16:09:49.786106
2000,4.587071535767884,24,0.0246,1.8838,2025-09-28T16:11:06.535143
2000,3.7084697348674336,25,0.0177,2.1019,2025-09-28T16:12:27.563932
2000,3.7072441220610304,26,0.0583,1.9507,2025-09-28T16:13:45.512361
2000,3.9431500750375186,27,0.0629,2.8739,2025-09-28T16:15:11.055399
2000,3.3011415707853926,28,0.0033,1.7162,2025-09-28T16:16:34.692548
2000,2.941693846923462,29,0.0049,1.8758,2025-09-28T16:17:52.592625
2000,3.0539499749874937,30,0.0032,2.4353,2025-09-28T16:19:09.629863
