tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
1250,2.308187670136109,1,0.002,0.7683,2025-09-28T11:37:44.102188
1250,1.9984,2,0.0021,0.4184,2025-09-28T11:38:31.571276
1250,3.347928903122498,3,0.0043,0.5756,2025-09-28T11:39:18.269026
1250,3.488926180944756,4,0.0013,0.6218,2025-09-28T11:40:06.521585
1250,3.3279500400320257,5,0.0021,0.7107,2025-09-28T11:40:55.840235
1250,2.5685546837469975,6,0.0028,0.9698,2025-09-28T11:41:42.571850
1250,3.1801569255404325,7,0.0036,0.6454,2025-09-28T11:42:29.771336
1250,3.8406084867894315,8,0.0023,0.7204,2025-09-28T11:43:18.109480
1250,2.1747138510808646,9,0.0048,0.6874,2025-09-28T11:44:07.859047
1250,3.6332220976781424,11,0.0019,0.6807,2025-09-28T11:44:57.056523
1250,7.962519775820657,12,1.2481,0.7728,2025-09-28T11:45:47.397172
1250,2.012735948759007,13,0.0074,0.7203,2025-09-28T11:46:44.444639
1250,3.0618606885508406,14,0.0014,0.6687,2025-09-28T11:47:31.447949
1250,3.2898600480384306,15,0.0133,0.6572,2025-09-28T11:48:19.407729
1250,3.089769095276221,16,0.0034,0.7067,2025-09-28T11:49:08.648619
1250,2.0222360288230585,17,0.0387,0.7542,2025-09-28T11:50:02.222666
1250,6.002381425140112,18,0.4383,0.8352,2025-09-28T11:50:50.744154
1250,2.062870136108887,19,0.0063,0.5794,2025-09-28T11:51:49.565608
1250,3.982319295436349,20,0.0036,0.6539,2025-09-28T11:52:37.262895
1250,2.819050120096077,21,0.0018,0.6865,2025-09-28T11:53:25.244015
1250,2.0079333867093676,22,0.0046,1.2958,2025-09-28T11:54:11.741234
1250,1.9999974379503602,23,0.03,0.3528,2025-09-28T11:54:58.326256
1250,4.2106491593274615,24,0.0102,0.6825,2025-09-28T11:55:45.802559
1250,2.1562517213771017,25,0.0053,0.7027,2025-09-28T11:56:33.967050
1250,3.0401678142514013,26,0.4373,1.2861,2025-09-28T11:57:21.979720
1250,3.717236829463571,27,0.0074,1.0276,2025-09-28T11:58:11.738298
1250,3.4426350680544435,28,0.0425,0.6753,2025-09-28T11:58:59.905597
1250,4.074289191353082,29,0.025,0.7797,2025-09-28T11:59:49.166554
1250,3.8398347477982386,30,0.1261,0.7429,2025-09-28T12:00:43.122378
